Supplier_GSTIN,Customer GSTIN,Invoice_Number,Invoice_Date,Tax Rate,Invoice Taxable,Invoice CGST,Invoice SGST,Invoice IGST,Invoice Total_GST,Invoice Total_Amount,Transaction_Type,Document_Type,Origin,Vendor,Ticket_Number,PNR,Ticket/PNR
27AAECT8346F1Z4,29ABCDE1234F5ZC,I270000008691020,4/15/2023,5,9014,0,0,451,451,9819,Invoice,INV,BOM,Vistara,1189030563,SNEKVX,1189030563
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014340687,4/9/2023,5,9014,0,0,451,451,9854,Invoice,INV,DEL,Vistara,1189030558,QGONKJ,1189030558
27AAECT8346F1Z4,29ABCDE1234F5ZC,I270000008731882,4/20/2023,5,9014,0,0,451,451,9819,Invoice,INV,BOM,Vistara,1189030576,TM74Z3,1189030576
27AAECT8346F1Z4,29ABCDE1234F5ZC,I270000008731881,4/20/2023,5,9014,0,0,451,451,9819,Invoice,INV,BOM,Vistara,1189030575,TM74Z3,1189030575
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000016549918,10/16/2023,5,8967,0,0,449,449,9805,Invoice,INV,DEL,Vistara,9656656380,JSGSCV,9656656380
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232410AS77822,10/10/2023,5,9658,0,0,483,483,10672,Invoice,INV,AMD,Indigo,ERI45J,ERI45J,ERI45J
23AACCN6194P1ZX,29ABCDE1234F5ZC,232412BP09AAA094,9/7/2023,5,9000,0,0,450,450,9450,Invoice,INV,IDR,Air India,1095778686,68332W,1095778686
08AABCI2726B1Z2,29ABCDE1234F5ZC,RJ1232406AD07257,6/5/2023,,0,0,0,0,0,10266,Invoice,INV,UDR,Indigo,"XPHNMC,XPHNMC",XPHNMC,XPHNMC
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000572704,10/28/2023,5,9307,0,0,465,465,10160,Invoice,INV,DEL,Spicejet,CHE97H,CHE97H,CHE97H
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BJ76609,8/18/2023,5,18460,0,0,924,924,20160,Invoice,INV,DEL,Indigo,DNZEGI,DNZEGI,DNZEGI
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP09ABF911,9/23/2023,5,8970,0,0,449,449,9419,Invoice,INV,DEL,Air India,1095778701,6DG9EW,1095778701
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP09ABF911,9/23/2023,5,8970,0,0,449,449,9419,Invoice,INV,DEL,Air India,1095778700,6DFCUK,1095778700
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232407AE38935,7/2/2023,5,9190,0,0,460,460,10242,Invoice,INV,IDR,Indigo,WPT5PC,WPT5PC,WPT5PC
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232406AE18299,6/28/2023,5,9190,0,0,460,460,10242,Invoice,INV,IDR,Indigo,ISSGYG,ISSGYG,ISSGYG
19AALCA4699P1ZK,29ABCDE1234F5ZC,BIXB230600011635,6/17/2023,0,9126,0,0,0,0,10159,Invoice,BOS,IXB,Air Asia,FZUPWF,FZUPWF,FZUPWF
19AALCA4699P1ZK,29ABCDE1234F5ZC,BIXB230600012052,6/17/2023,0,9126,0,0,0,0,10159,Invoice,BOS,IXB,Air Asia,W7ZGXD,W7ZGXD,W7ZGXD
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407AX92671,7/4/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,YURDFQ,YURDFQ,YURDFQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AV65351,6/25/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,OM7KTL,OM7KTL,OM7KTL
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AT41283,6/16/2023,5,9749,0,0,488,488,10625,Invoice,INV,DEL,Indigo,OM7KTL,OM7KTL,OM7KTL
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407AX36261,7/2/2023,5,9892,0,0,495,495,10775,Invoice,INV,DEL,Indigo,YURDFQ,YURDFQ,YURDFQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AV33614,6/24/2023,5,9178,0,0,459,459,10025,Invoice,INV,DEL,Indigo,ARMI5T,ARMI5T,ARMI5T
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232410BU04067,10/26/2023,,0,0,0,0,0,4950,Invoice,INV,BLR,Indigo,"KQ5E7P,KQ5E7P",KQ5E7P,KQ5E7P
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232410BT81003,10/25/2023,,0,0,0,0,0,11028,Invoice,INV,BLR,Indigo,"KQ5E7P,KQ5E7P",KQ5E7P,KQ5E7P
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ38935,6/5/2023,5,9155,0,0,458,458,10001,Invoice,INV,DEL,Indigo,NQ1P5Z,NQ1P5Z,NQ1P5Z
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AS97686,6/15/2023,5,9155,0,0,458,458,10001,Invoice,INV,DEL,Indigo,ASVUHQ,ASVUHQ,ASVUHQ
27AAECT8346F1Z4,29ABCDE1234F5ZC,I270000008785689,4/26/2023,5,8914,0,0,446,446,9714,Invoice,INV,BOM,Vistara,1189030588,WFOUS8,1189030588
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232408BE89655,8/23/2023,5,9176,0,0,459,459,10402,Invoice,INV,BLR,Indigo,"P19B5X,P19B5X",P19B5X,P19B5X
10AABCI2726B1ZH,29ABCDE1234F5ZC,BR1232407AD90301,7/15/2023,5,9158,0,0,458,458,10093,Invoice,INV,PAT,Indigo,"LZYLGK,LZYLGK",LZYLGK,LZYLGK
07AACCR1459F1ZI,29ABCDE1234F5ZC,10724/0000145876,5/18/2023,5,9178,0,0,459,459,10025,Invoice,INV,DEL,Spicejet,X6W5PB,X6W5PB,X6W5PB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BO04802,9/2/2023,5,9673,0,0,484,484,10545,Invoice,INV,DEL,Indigo,IL7VVB,IL7VVB,IL7VVB
36AABCI2726B1Z3,29ABCDE1234F5ZC,TS1232409AX97073,9/23/2023,5,19334,0,0,968,968,22426,Invoice,INV,HYD,Indigo,M2TBXH,M2TBXH,M2TBXH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AF92942,4/25/2023,,0,0,0,0,0,9434,Invoice,INV,DEL,Indigo,N1EJ4R,N1EJ4R,N1EJ4R
09AABCI2726B1Z0,29ABCDE1234F5ZC,UP1232409AO65208,9/30/2023,5,19449,0,0,973,973,21838,Invoice,INV,VNS,Indigo,ZTEHGJ,ZTEHGJ,ZTEHGJ
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232404AD22425,4/17/2023,5,9062,0,0,453,453,10282,Invoice,INV,BLR,Indigo,INHH8C,INHH8C,INHH8C
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232404AC53957,4/13/2023,5,9062,0,0,453,453,10282,Invoice,INV,BLR,Indigo,QSGGKT,QSGGKT,QSGGKT
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AS65691,6/13/2023,5,9057,0,0,453,453,9898,Invoice,INV,DEL,Indigo,VSFTWJ,VSFTWJ,VSFTWJ
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232408BU08836,8/24/2023,5,9048,0,0,452,452,9854,Invoice,INV,BOM,Indigo,URV63Z,URV63Z,URV63Z
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232406AY99912,6/22/2023,5,9042,0,0,452,452,9848,Invoice,INV,BOM,Indigo,FNWTTF,FNWTTF,FNWTTF
37AABCI2726B1Z1,29ABCDE1234F5ZC,AD1232405AB69933,5/9/2023,5,9059,0,0,453,453,10450,Invoice,INV,TIR,Indigo,"DVK75U,DVK75U",DVK75U,DVK75U
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO28788,5/28/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,AL85YL,AL85YL,AL85YL
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN54633,5/25/2023,5,9718,0,0,486,486,10592,Invoice,INV,DEL,Indigo,AL85YL,AL85YL,AL85YL
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BW25558,9/30/2023,,0,0,0,0,0,18672,Invoice,INV,DEL,Indigo,G4YVKB,G4YVKB,G4YVKB
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AD46095,5/9/2023,5,26784,0,0,1338,1338,31221,Invoice,INV,STV,Indigo,RZBDNK,RZBDNK,RZBDNK
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014962745,6/7/2023,5,8733,0,0,437,437,9559,Invoice,INV,DEL,Vistara,1189030656,OKEWL8,1189030656
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AD64586,4/15/2023,5,8955,0,0,448,448,9791,Invoice,INV,DEL,Indigo,YP31YS,YP31YS,YP31YS
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410CB07168,10/17/2023,5,19038,0,0,952,952,20766,Invoice,INV,DEL,Indigo,RUNUHT,RUNUHT,RUNUHT
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BQ99234,9/12/2023,5,17888,0,0,894,894,19558,Invoice,INV,DEL,Indigo,PT2R6G,PT2R6G,PT2R6G
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL32017,5/16/2023,5,8914,0,0,446,446,9748,Invoice,INV,DEL,Indigo,RUY4UQ,RUY4UQ,RUY4UQ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AD31590,4/14/2023,5,8910,0,0,446,446,9744,Invoice,INV,DEL,Indigo,JW4ZJC,JW4ZJC,JW4ZJC
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AF01520,4/21/2023,5,8910,0,0,446,446,9744,Invoice,INV,DEL,Indigo,JNBRSF,JNBRSF,JNBRSF
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BM95950,8/29/2023,5,8908,0,0,445,445,9741,Invoice,INV,DEL,Indigo,QSWJNJ,QSWJNJ,QSWJNJ
24AACCN6194P1ZV,29ABCDE1234F5ZC,242412BP05AAB611,5/7/2023,5,8670,0,0,434,434,9104,Invoice,INV,AMD,Air India,1095778596,6LPWTY,1095778596
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232408BB35684,8/8/2023,5,8884,0,0,444,444,10095,Invoice,INV,BLR,Indigo,TQS8UC,TQS8UC,TQS8UC
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BO99131,9/5/2023,5,53184,0,0,2658,2658,58170,Invoice,INV,DEL,Indigo,MN2SHY,MN2SHY,MN2SHY
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407BA65392,7/15/2023,5,8864,0,0,443,443,9695,Invoice,INV,DEL,Indigo,C37HTB,C37HTB,C37HTB
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015798115,8/16/2023,5,8583,0,0,430,430,9402,Invoice,INV,DEL,Vistara,1189030756,NXCJB4,1189030756
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015798116,8/16/2023,5,8583,0,0,430,430,9402,Invoice,INV,DEL,Vistara,1189030757,NXCJB4,1189030757
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AI25399,5/4/2023,,0,0,0,0,0,99,Invoice,INV,DEL,Indigo,"T3168B,T3168B",T3168B,T3168B
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AH95338,5/3/2023,,0,0,0,0,0,9190,Invoice,INV,DEL,Indigo,"T3168B,T3168B",T3168B,T3168B
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232410BX89514,10/5/2023,5,8799,0,0,440,440,9627,Invoice,INV,DEL,Indigo,ZQ3R6S,ZQ3R6S,ZQ3R6S
07AALCA4699P1ZP,29ABCDE1234F5ZC,BDEL230500000303,5/1/2023,0,17488,0,0,0,0,18264,Invoice,BOS,DEL,Air Asia,AUTDXI,AUTDXI,AUTDXI
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232404AH24773,4/25/2023,5,17526,0,0,876,876,19110,Invoice,INV,BOM,Indigo,YW4PKF,YW4PKF,YW4PKF
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232408BE79725,8/23/2023,5,94,0,0,5,5,99,Invoice,INV,BLR,Indigo,ES17NW,ES17NW,ES17NW
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232408BD34408,8/17/2023,5,8749,0,0,437,437,9953,Invoice,INV,BLR,Indigo,ES17NW,ES17NW,ES17NW
19AACCR1459F1ZD,29ABCDE1234F5ZC,41924/0000027351,5/4/2023,0,8699,0,0,0,0,9732,Invoice,BOS,IXB,Spicejet,M7LVWL,M7LVWL,M7LVWL
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP04AAL276,4/15/2023,5,8500,0,0,425,425,8925,Invoice,INV,TIR,Air India,1095778575,6CSW5M,1095778575
03AACCN6194P1ZZ,29ABCDE1234F5ZC,032412BP05AAA714,5/23/2023,5,8500,0,0,425,425,8925,Invoice,INV,ATQ,Air India,1095778609,6MLHUE,1095778609
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BJ93546,8/18/2023,5,8717,0,0,436,436,9541,Invoice,INV,DEL,Indigo,RLN7UB,RLN7UB,RLN7UB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232408BK72802,8/21/2023,5,190,0,0,9,9,199,Invoice,INV,DEL,Indigo,RLN7UB,RLN7UB,RLN7UB
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AJ43024,5/9/2023,5,8759,0,0,438,438,9585,Invoice,INV,DEL,Indigo,"M11ENH,M11ENH",M11ENH,M11ENH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AU03192,6/19/2023,5,8700,0,0,435,435,9523,Invoice,INV,DEL,Indigo,GMEPFI,GMEPFI,GMEPFI
14AALCA4699P1ZU,29ABCDE1234F5ZC,BIMF231000007713,10/30/2023,0,8646,0,0,0,0,9679,Invoice,BOS,IMF,Air Asia,P5YVPW,P5YVPW,P5YVPW
14AABCI2726B1Z9,29ABCDE1234F5ZC,MN1232408AB22248,8/28/2023,,0,0,0,0,0,10282,Invoice,INV,IMF,Indigo,TZHBNN,TZHBNN,TZHBNN
14AABCI2726B1Z9,29ABCDE1234F5ZC,MN1232409AB28192,9/5/2023,,0,0,0,0,0,199,Invoice,INV,IMF,Indigo,TZHBNN,TZHBNN,TZHBNN
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BP23280,9/6/2023,5,8697,0,0,435,435,9520,Invoice,INV,DEL,Indigo,F3TWXR,F3TWXR,F3TWXR
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AV99123,6/26/2023,5,17388,0,0,870,870,19034,Invoice,INV,DEL,Indigo,YQJZTP,YQJZTP,YQJZTP
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232407BE71004,7/31/2023,5,8732,0,0,437,437,9557,Invoice,INV,DEL,Indigo,"O2GUXH,O2GUXH",O2GUXH,O2GUXH
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AL83669,5/10/2023,5,17340,0,0,868,868,18916,Invoice,INV,BOM,Indigo,STMCVD,STMCVD,STMCVD
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232405AF00030,5/26/2023,5,8666,0,0,433,433,9630,Invoice,INV,AMD,Indigo,OVZZWN,OVZZWN,OVZZWN
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BW24290,9/30/2023,5,94,0,0,5,5,99,Invoice,INV,DEL,Indigo,EWYMRV,EWYMRV,EWYMRV
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BS40844,9/17/2023,5,8665,0,0,433,433,9486,Invoice,INV,DEL,Indigo,EWYMRV,EWYMRV,EWYMRV
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014648959,5/8/2023,5,8439,0,0,422,422,9250,Invoice,INV,DEL,Vistara,1189030612,NGBPZW,1189030612
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AT49285,6/16/2023,5,8654,0,0,433,433,9475,Invoice,INV,DEL,Indigo,VZCK6K,VZCK6K,VZCK6K
22AABCI2726B1ZC,29ABCDE1234F5ZC,CG1232406AB73771,6/9/2023,5,27675,0,0,1386,1386,31539,Invoice,INV,RPR,Indigo,R1TWNH,R1TWNH,R1TWNH
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AP74720,6/2/2023,5,8699,0,0,435,435,9522,Invoice,INV,DEL,Indigo,WMF7HL,WMF7HL,WMF7HL
24AACCR1459F1ZM,29ABCDE1234F5ZC,12424/0000083013,10/17/2023,5,8646,0,0,432,432,9521,Invoice,INV,IXY,Spicejet,ODL7TJ,ODL7TJ,ODL7TJ
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232404AE91014,4/25/2023,5,8642,0,0,432,432,9841,Invoice,INV,BLR,Indigo,YRVSHW,YRVSHW,YRVSHW
38AABCI2726B1ZZ,29ABCDE1234F5ZC,LA1232406AA41159,6/24/2023,5,8585,0,0,429,429,10047,Invoice,INV,IXL,Indigo,MMKJNY,MMKJNY,MMKJNY
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232410AY38934,10/16/2023,5,9173,0,0,459,459,10591,Invoice,INV,CCU,Indigo,UQV2RC,UQV2RC,UQV2RC
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014467442,4/22/2023,5,8382,0,0,420,420,9191,Invoice,INV,DEL,Vistara,1189030585,L7QG6E,1189030585
24AALCA4699P1ZT,29ABCDE1234F5ZC,ISTV230400013578,4/13/2023,5,9780,0,0,489,489,10712,Invoice,INV,STV,Air Asia,J9UQRH,J9UQRH,J9UQRH
19AAECT8346F1Z1,29ABCDE1234F5ZC,I190000001721266,5/31/2023,5,8358,0,0,418,418,9736,Invoice,INV,CCU,Vistara,1189030650,OLU9NJ,1189030650
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232406AM86646,6/3/2023,5,8563,0,0,428,428,9758,Invoice,INV,BLR,Indigo,VRBI7J,VRBI7J,VRBI7J
19AABCI2726B1ZZ,29ABCDE1234F5ZC,WB1232404AC75556,4/26/2023,5,17112,0,0,856,856,19886,Invoice,INV,CCU,Indigo,"HLB3RY,HLB3RY",HLB3RY,HLB3RY
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ67599,6/6/2023,5,8453,0,0,423,423,9264,Invoice,INV,DEL,Indigo,QQGE4Z,QQGE4Z,QQGE4Z
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV05097,9/26/2023,5,8437,0,0,422,422,9247,Invoice,INV,DEL,Indigo,JTC9KG,JTC9KG,JTC9KG
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BT40956,9/20/2023,,0,0,0,0,0,8945,Invoice,INV,DEL,Indigo,TT7KXJ,TT7KXJ,TT7KXJ
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1232406AD17268,6/17/2023,,0,0,0,0,0,99,Invoice,INV,GAU,Indigo,IQJRVM,IQJRVM,IQJRVM
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1232409AH68208,9/30/2023,,0,0,0,0,0,9296,Invoice,INV,DIB,Indigo,XQC97C,XQC97C,XQC97C
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AQ77854,6/7/2023,,0,0,0,0,0,8746,Invoice,INV,DEL,Indigo,BQHZYZ,BQHZYZ,BQHZYZ
27AABCI2726B1Z2,29ABCDE1234F5ZC,MH1232405AM41334,5/12/2023,5,9122,0,0,456,456,10271,Invoice,INV,PNQ,Indigo,LPE64M,LPE64M,LPE64M
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232407AF00051,7/14/2023,5,8404,0,0,420,420,9416,Invoice,INV,IDR,Indigo,QKJ9WR,QKJ9WR,QKJ9WR
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL46706,5/17/2023,5,8369,0,0,418,418,9175,Invoice,INV,DEL,Indigo,EZLF4U,EZLF4U,EZLF4U
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AD58489,4/15/2023,5,16738,0,0,836,836,18350,Invoice,INV,DEL,Indigo,PSZWTG,PSZWTG,PSZWTG
24AACCR1459F1ZM,29ABCDE1234F5ZC,12424/0000036530,7/4/2023,5,8362,0,0,418,418,9223,Invoice,INV,IXY,Spicejet,L8NMRI,L8NMRI,L8NMRI
24AACCR1459F1ZM,29ABCDE1234F5ZC,12424/0000036482,7/4/2023,5,16724,0,0,836,836,18446,Invoice,INV,IXY,Spicejet,ZDIENZ,ZDIENZ,ZDIENZ
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BP40298,9/6/2023,,0,0,0,0,0,8770,Invoice,INV,DEL,Indigo,"TS424J,TS424J",TS424J,TS424J
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BP71210,9/7/2023,,0,0,0,0,0,199,Invoice,INV,DEL,Indigo,"TS424J,TS424J",TS424J,TS424J
37AACCN6194P2ZN,29ABCDE1234F5ZC,372412BP06AAB650,6/23/2023,5,8123,0,0,406,406,8529,Invoice,INV,VGA,Air India,1095778639,5PBNZO,1095778639
37AACCN6194P2ZN,29ABCDE1234F5ZC,372412BP05AAA052,5/7/2023,5,8123,0,0,406,406,8529,Invoice,INV,VGA,Air India,1095778595,6GIGN3,1095778595
37AACCN6194P2ZN,29ABCDE1234F5ZC,372412BP06AAB650,6/23/2023,5,8123,0,0,406,406,8529,Invoice,INV,VGA,Air India,1095778638,5J7ITY,1095778638
37AACCN6194P2ZN,29ABCDE1234F5ZC,372422BP06AAA124,6/23/2023,5,3000,0,0,150,150,3150,Invoice,DB,VGA,Air India,1095778595,6GIGN3,1095778595
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP04AAG031,4/7/2023,5,8123,0,0,406,406,8529,Invoice,INV,VGA,Air India,1095778562,6UCQES,1095778562
23AABCI2726B1ZA,29ABCDE1234F5ZC,MP1232406AD13693,6/6/2023,5,8267,0,0,413,413,9618,Invoice,INV,JLR,Indigo,QNV44S,QNV44S,QNV44S
24AALCA4699P1ZT,29ABCDE1234F5ZC,ISTV231000009423,10/31/2023,5,8984,0,0,449,449,10466,Invoice,INV,STV,Air Asia,HVYJVI,HVYJVI,HVYJVI
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AN02689,5/23/2023,5,17762,0,0,890,890,19428,Invoice,INV,DEL,Indigo,BMIKQV,BMIKQV,BMIKQV
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AO47744,5/29/2023,5,188,0,0,10,10,198,Invoice,INV,DEL,Indigo,BMIKQV,BMIKQV,BMIKQV
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP05AAD417,5/7/2023,5,8100,0,0,405,405,8505,Invoice,INV,DEL,Air India,1095778593,6K7X6X,1095778593
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232406AU88353,6/22/2023,5,8297,0,0,415,415,9100,Invoice,INV,DEL,Indigo,HRPDMW,HRPDMW,HRPDMW
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000016269862,9/23/2023,5,8090,0,0,405,405,8884,Invoice,INV,DEL,Vistara,9340901271,6NHJUZ,9340901271
01AABCI2726B1ZG,29ABCDE1234F5ZC,JK1222302AG38087,2/24/2023,5,8630,0,0,432,432,9888,Invoice,INV,IXJ,Indigo,HPYNMZ,HPYNMZ,HPYNMZ
10AACCR1459F1ZV,29ABCDE1234F5ZC,11024/0000027567,5/25/2023,5,16682,0,0,834,834,18470,Invoice,INV,PAT,Spicejet,KIURYH,KIURYH,KIURYH
08AAECT8346F7ZY,29ABCDE1234F5ZC,I080000000677509,10/12/2023,5,3963,204,204,0,408,9616,Invoice,INV,UDR,Vistara,9656656369,N8IA5G,9656656369
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232405AF97435,5/1/2023,5,8281,0,0,414,414,9462,Invoice,INV,BLR,Indigo,NST67Q,NST67Q,NST67Q
24AACCR1459F1ZM,29ABCDE1234F5ZC,12424/0000092502,10/31/2023,5,8227,0,0,412,412,9082,Invoice,INV,IXY,Spicejet,DFV4KN,DFV4KN,DFV4KN
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072412BP06AAG456,6/7/2023,5,8020,0,0,401,401,8421,Invoice,INV,DEL,Air India,1095778617,6TWXD4,1095778617
18AABCI2726B1Z1,29ABCDE1234F5ZC,AS1232410AI75589,10/27/2023,,0,0,0,0,0,9470,Invoice,INV,GAU,Indigo,IQG6HP,IQG6HP,IQG6HP
07AALCA4699P1ZP,29ABCDE1234F5ZC,BDEL230600105123,6/30/2023,0,8184,0,0,0,0,8572,Invoice,BOS,DEL,Air Asia,OVBFWY,OVBFWY,OVBFWY
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AH70148,5/2/2023,5,8775,0,0,439,439,9602,Invoice,INV,DEL,Indigo,WR6H6J,WR6H6J,WR6H6J
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AJ36431,5/9/2023,5,16408,0,0,820,820,18004,Invoice,INV,DEL,Indigo,EZIL4U,EZIL4U,EZIL4U
29AAECT8346F1Z0,29ABCDE1234F5ZC,I290000003497005,6/12/2023,5,7962,0,0,399,399,9128,Invoice,INV,BLR,Vistara,1189030664,QZLQZR,1189030664
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232404AC59435,4/11/2023,5,8163,0,0,408,408,8959,Invoice,INV,DEL,Indigo,UL3Z7L,UL3Z7L,UL3Z7L
18AALCA4699P1ZM,29ABCDE1234F5ZC,BGAU230600017080,6/17/2023,0,8135,0,0,0,0,8874,Invoice,BOS,GAU,Air Asia,V8ZY8N,V8ZY8N,V8ZY8N
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232408AN37641,8/19/2023,5,17416,0,0,872,872,19350,Invoice,INV,AMD,Indigo,MPYFNS,MPYFNS,MPYFNS
24AABCI2726B1Z8,29ABCDE1234F5ZC,GJ1232409AR59973,9/28/2023,5,8137,0,0,407,407,9075,Invoice,INV,AMD,Indigo,LUTUVD,LUTUVD,LUTUVD
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000015050920,6/16/2023,5,7913,0,0,396,396,8698,Invoice,INV,DEL,Vistara,1189030667,O8WVHT,1189030667
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232405AG24571,5/2/2023,5,8063,0,0,403,403,8909,Invoice,INV,HBX,Indigo,TLMK5Y,TLMK5Y,TLMK5Y
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232409BV05725,9/26/2023,5,8153,0,0,408,408,8949,Invoice,INV,DEL,Indigo,"K3WJUE,K3WJUE",K3WJUE,K3WJUE
07AABCI2726B1Z4,29ABCDE1234F5ZC,DL1232405AL79103,5/18/2023,18,8098,0,0,405,405,8891,Invoice,INV,DEL,Indigo,IQ49TM,IQ49TM,IQ49TM
07AACCN6194P2ZQ,29ABCDE1234F5ZC,072472BP04AAA241,4/30/2023,0,,0,0,0,0,7800,Invoice,BOS,DEL,Air India,1095778590,6ZCF97,1095778590
29AABCI2726B1ZY,29ABCDE1234F5ZC,KA1232410BQ63413,10/10/2023,5,8736,0,0,437,437,9940,Invoice,INV,BLR,Indigo,S2PPKX,S2PPKX,S2PPKX
07AAECT8346F1Z6,29ABCDE1234F5ZC,I070000014561425,4/30/2023,12,7830,0,0,940,940,9159,Invoice,INV,DEL,Vistara,1189030601,WEYSML,1189030601
